time_ms,leftY_dps,rightY_dps,left_flag,right_flag
8950,-1.429,-24.126,0,0
8960,25.89,-2.551,0,0
8970,143.266,-33.676,1,0
8980,2.526,116.461,0,1
8990,-7.38,11.495,0,0
9000,17.18,140.962,0,1
9010,-30.691,36.028,0,1
9020,-11.627,-7.838,0,0
9030,26.692,158.24,0,1
9040,-31.53,-6.704,0,0
9050,14.066,-4.59,0,0
9060,124.735,-39.525,1,1
9070,149.737,27.93,1,0
9080,0.194,166.202,0,1
9090,-22.364,128.945,0,1
9100,10.386,188.142,0,1
9110,150.996,-5.967,1,0
9120,155.351,3.481,1,0
9130,27.573,-9.517,0,0
9140,112.48,1.123,1,0
9150,-15.323,141.416,0,1
9160,18.27,13.181,0,0
9170,24.434,50.753,0,1
9180,39.227,146.915,1,1
9190,189.841,-31.74,1,0
9200,-15.423,-6.698,0,0
9210,-27.182,-6.031,0,0
9220,-33.27,102.253,0,1
9230,-38.673,180.551,1,1
9240,-38.103,41.028,1,1
9250,-29.163,120.117,0,1
9260,108.046,5.262,1,0
9270,57.384,5.907,1,0
9280,98.723,36.973,1,1
9290,25.152,15.851,0,0
9300,-10.022,86.025,0,1
9310,105.832,26.402,1,0
9320,25.384,142.555,0,1
9330,-3.995,162.109,0,1
9340,13.442,170.814,0,1
9350,-27.091,24.857,0,0
9360,-28.06,155.806,0,1
9370,-7.324,148.23,0,1
9380,186.05,10.487,1,0
9390,-19.214,34.588,0,0
9400,135.236,12.932,1,0
9410,26.085,27.026,0,0
9420,19.036,13.243,0,0
9430,-18.348,35.446,0,1
9440,110.837,-2.455,1,0
9450,9.551,131.453,0,1
9460,28.046,32.265,0,0
9470,15.127,121.307,0,1
9480,162.043,27.512,1,0
9490,-31.773,50.86,0,1
9500,23.748,7.859,0,0
9510,8.252,161.244,0,1
9520,21.487,14.377,0,0
9530,-21.333,200.522,0,1
9540,27.956,16.687,0,0
9550,-12.695,34.132,0,0
9560,-38.905,104.823,1,1
9570,146.593,-6.074,1,0
9580,-16.325,215.76,0,1
9590,-29.874,6.727,0,0
9600,148.717,7.278,1,0
9610,161.844,-8.221,1,0
9620,-16.532,53.726,0,1
9630,134.093,15.098,1,0
9640,-16.334,-16.059,0,0
9650,105.524,11.112,1,0
9660,18.302,12.645,0,0
9670,177.12,-28.13,1,0
9680,9.46,17.884,0,0
9690,22.386,125.082,0,1
9700,-19.641,2.847,0,0
9710,171.623,5.837,1,0
9720,47.053,8.324,1,0
9730,115.015,-30.383,1,0
9740,11.308,-4.995,0,0
9750,2.55,186.463,0,1
9760,164.761,-7.421,1,0
9770,13.801,-15.427,0,0
9780,-29.734,15.765,0,0
9790,16.049,31.643,0,0
9800,9.534,-35.091,0,1
9810,-17.237,9.24,0,0
9820,-29.956,145.184,0,1
9830,-1.721,3.378,0,0
9840,183.019,10.318,1,0
9850,25.605,-0.133,0,0
9860,-15.378,212.149,0,1
9870,24.794,198.859,0,1
9880,177.613,14.938,1,0
9890,182.183,31.791,1,0
9900,14.053,164.491,0,1
9910,36.431,34.046,1,0
9920,46.076,-10.874,1,0
9930,-35.037,80.171,1,1
9940,39.82,-11.487,1,0
9950,-7.944,142.386,0,1
9960,123.928,11.694,1,0
9970,66.119,37.894,1,1
9980,77.137,8.1,1,0
9990,8.746,-12.647,0,0
10000,-26.987,88.969,0,1
10010,-35.315,165.696,1,1
10020,89.712,3.457,1,0
10030,-33.658,187.647,0,1
10040,-28.522,104.806,0,1
10050,7.654,31.626,0,0
10060,54.39,-1.666,1,0
10070,170.432,24.466,1,0
10080,-17.431,41.067,0,1
10090,-25.828,153.999,0,1
10100,159.866,15.222,1,0
10110,-1.498,223.915,0,1
10120,-4.812,-9.853,0,0
10130,36.375,32.961,1,0
10140,20.92,22.86,0,0
10150,184.426,-12.0,1,0
10160,35.385,23.47,1,0
10170,7.885,35.881,0,1
10180,-22.361,5.901,0,0
10190,-25.213,35.353,0,1
10200,-21.858,-34.934,0,0
10210,149.515,-23.204,1,0
10220,140.532,0.914,1,0
10230,-1.336,26.368,0,0
10240,-35.037,158.249,1,1
10250,163.778,5.05,1,0
10260,11.646,31.787,0,0
10270,27.373,-32.174,0,0
10280,-30.137,80.501,0,1
10290,-11.349,127.734,0,1
10300,-33.859,40.846,0,1
10310,157.427,-0.811,1,0
10320,158.68,-29.636,1,0
10330,36.538,104.8,1,1
10340,-21.046,-13.763,0,0
10350,119.264,3.914,1,0
10360,-34.181,-11.373,0,0
10370,22.594,59.427,0,1
10380,-22.027,158.869,0,1
10390,38.258,176.354,1,1
10400,-6.399,201.0,0,1
10410,24.333,-5.128,0,0
10420,-6.735,153.476,0,1
10430,1.569,-32.66,0,0
10440,69.819,32.998,1,0
10450,28.817,43.164,0,1
10460,13.538,-6.503,0,0
10470,-11.375,6.184,0,0
10480,4.278,-23.583,0,0
10490,19.382,-10.29,0,0
10500,-19.107,20.355,0,0
10510,23.699,153.488,0,1
10520,-19.093,7.79,0,0
10530,1.097,-37.476,0,1
10540,18.769,74.44,0,1
10550,35.318,-2.091,1,0
10560,4.043,172.884,0,1
10570,31.726,37.617,0,1
10580,31.253,205.171,0,1
10590,-5.626,35.025,0,1
10600,-18.496,89.978,0,1
10610,-15.487,173.891,0,1
10620,124.797,-23.656,1,0
10630,1.446,25.243,0,0
10640,-38.891,34.296,1,0
10650,23.892,-42.376,0,1
10660,13.042,36.024,0,1
10670,205.028,-17.922,1,0
10680,-19.505,129.512,0,1
10690,162.769,13.992,1,0
10700,197.118,-6.824,1,0
10710,12.582,12.98,0,0
10720,188.167,16.311,1,0
10730,37.251,117.143,1,1
10740,6.005,0.331,0,0
10750,140.124,11.415,1,0
10760,158.24,-22.774,1,0
10770,161.299,-11.401,1,0
10780,27.69,174.314,0,1
10790,-9.866,74.36,0,1
10800,-20.117,23.621,0,0
10810,171.716,27.335,1,0
10820,-28.264,216.228,0,1
10830,14.603,37.289,0,1
10840,-30.404,23.101,0,0
10850,203.982,33.041,1,0
10860,20.146,38.33,0,1
10870,-14.966,55.747,0,1
10880,123.24,28.069,1,0
10890,139.353,15.533,1,0
10900,-9.328,24.773,0,0
10910,154.671,16.316,1,0
10920,33.49,28.445,0,0
10930,16.751,24.541,0,0
10940,-10.961,19.671,0,0
10950,107.103,30.226,1,0
10960,117.272,33.233,1,0
10970,-16.138,-9.116,0,0
10980,-10.469,124.288,0,1
10990,176.178,29.96,1,0
11000,-28.93,73.229,0,1
11010,149.476,7.928,1,0
11020,22.805,166.028,0,1
11030,156.309,-3.292,1,0
11040,23.229,7.354,0,0
11050,39.659,33.132,1,0
11060,-23.661,65.552,0,1
11070,-39.982,30.25,1,0
11080,144.69,16.062,1,0
11090,34.305,129.75,0,1
11100,147.167,18.007,1,0
11110,80.01,35.139,1,1
11120,32.392,13.859,0,0
11130,0.712,48.706,0,1
11140,-1.341,22.745,0,0
11150,-2.379,39.734,0,1
11160,-39.441,113.666,1,1
11170,44.711,25.179,1,0
11180,-34.545,4.11,0,0
11190,-16.691,-9.655,0,0
11200,-31.456,138.678,0,1
11210,-16.188,-13.672,0,0
11220,-30.2,-31.067,0,0
11230,95.858,-27.226,1,0
11240,149.429,-22.456,1,0
11250,121.939,26.065,1,0
11260,21.555,36.152,0,1
11270,25.57,86.379,0,1
11280,-9.836,159.826,0,1
11290,-27.21,98.444,0,1
11300,23.715,12.312,0,0
11310,-27.538,110.444,0,1
11320,4.005,34.475,0,0
11330,36.291,-35.257,1,1
11340,35.822,19.266,1,0
11350,147.025,-10.565,1,0
11360,10.214,-26.225,0,0
11370,166.123,34.105,1,0
11380,109.259,-14.313,1,0
11390,10.852,-27.147,0,0
11400,160.968,-22.123,1,0
11410,63.242,10.875,1,0
11420,-11.0,-25.514,0,0
11430,-2.477,169.612,0,1
11440,146.252,-15.383,1,0
11450,145.403,-21.282,1,0
11460,-28.227,-31.228,0,0
11470,32.866,100.098,0,1
11480,69.645,34.241,1,0
11490,-23.536,3.951,0,0
11500,2.765,-24.75,0,0
11510,33.319,78.86,0,1
11520,36.165,63.234,1,1
11530,48.49,-17.334,1,0
11540,87.537,-6.712,1,0
11550,-12.629,23.638,0,0
11560,32.764,21.321,0,0
11570,24.945,61.237,0,1
11580,187.914,10.9,1,0
11590,19.33,180.654,0,1
11600,-7.85,-4.138,0,0
11610,19.917,89.762,0,1
11620,3.656,-15.465,0,0
11630,19.889,138.707,0,1
11640,-1.992,137.068,0,1
11650,61.996,-4.008,1,0
11660,-17.551,33.961,0,0
11670,142.353,28.191,1,0
11680,18.249,18.945,0,0
11690,21.58,6.557,0,0
11700,-34.525,-33.354,0,0
11710,-13.773,200.351,0,1
11720,28.364,28.436,0,0
11730,-32.949,29.651,0,0
11740,113.626,2.968,1,0
11750,10.826,119.198,0,1
11760,4.78,14.501,0,0
11770,90.903,19.447,1,0
11780,-19.288,171.604,0,1
11790,-30.296,2.475,0,0
11800,-26.7,9.105,0,0
11810,37.586,35.655,1,1
11820,156.537,10.265,1,0
11830,97.9,2.287,1,0
11840,-24.196,9.308,0,0
11850,-33.203,12.471,0,0
11860,4.654,56.44,0,1
11870,33.812,-13.777,0,0
11880,33.643,3.73,0,0
11890,136.032,-33.048,1,0
11900,9.135,32.234,0,0
11910,84.208,-28.293,1,0
11920,-24.403,21.525,0,0
11930,132.454,-31.025,1,0
11940,27.519,-5.906,0,0
11950,-36.806,176.446,1,1
11960,167.256,-9.65,1,0
11970,-32.04,39.689,0,1
11980,126.647,-3.659,1,0
11990,-1.439,-18.526,0,0
12000,42.675,32.91,1,0
12010,173.33,-20.243,1,0
12020,4.737,-32.147,0,0
12030,-38.718,-10.936,1,0
12040,30.271,6.682,0,0
12050,-29.911,172.088,0,1
12060,11.895,10.827,0,0
12070,70.397,-22.767,1,0
12080,14.112,110.969,0,1
12090,20.516,146.943,0,1
12100,-13.906,78.824,0,1
12110,38.772,-27.507,1,0
12120,132.581,-38.921,1,1
12130,-2.577,25.003,0,0
12140,27.062,-31.622,0,0
12150,34.832,37.437,0,1
12160,35.054,152.572,1,1
12170,16.065,175.549,0,1
12180,38.678,-8.078,1,0
12190,-17.379,36.823,0,1
12200,38.129,195.522,1,1
12210,57.591,-27.813,1,0
12220,-8.5,-4.549,0,0
12230,170.799,-33.02,1,0
12240,-26.558,-7.723,0,0
12250,-35.409,31.362,1,0
12260,13.179,161.431,0,1
12270,-7.141,119.751,0,1
12280,-36.928,37.111,1,1
12290,-6.341,105.257,0,1
12300,23.824,-3.751,0,0
12310,-1.991,36.315,0,1
12320,29.037,-20.712,0,0
12330,3.977,29.619,0,0
12340,4.615,98.423,0,1
12350,1.009,54.752,0,1
12360,-24.586,110.481,0,1
12370,167.288,-21.653,1,0
12380,35.194,39.734,1,1
12390,-1.182,164.367,0,1
12400,93.563,-28.781,1,0
12410,17.637,147.709,0,1
12420,-2.582,-5.878,0,0
12430,-37.831,52.073,1,1
12440,-5.373,125.876,0,1
12450,-8.863,34.445,0,0
12460,34.153,0.796,0,0
12470,-3.774,51.25,0,1
12480,-17.396,-7.199,0,0
12490,43.702,5.612,1,0
12500,-19.297,141.445,0,1
12510,-15.742,181.987,0,1
12520,49.831,21.909,1,0
12530,35.87,59.818,1,1
12540,113.616,-3.772,1,0
12550,15.433,221.078,0,1
12560,2.666,-25.868,0,0
12570,38.197,-0.145,1,0
12580,3.503,48.307,0,1
12590,39.223,157.693,1,1
12600,127.444,-5.255,1,0
12610,22.542,154.274,0,1
12620,24.798,119.88,0,1
12630,70.365,-37.019,1,1
12640,173.595,6.334,1,0
12650,196.606,5.057,1,0
12660,131.828,-31.603,1,0
12670,177.009,28.621,1,0
12680,37.33,23.428,1,0
12690,2.088,58.367,0,1
12700,-11.722,120.751,0,1
12710,163.724,-14.117,1,0
12720,-4.423,57.59,0,1
12730,-20.672,18.031,0,0
12740,14.15,113.019,0,1
12750,196.073,25.434,1,0
12760,75.341,-37.906,1,1
12770,-24.073,146.958,0,1
12780,163.782,-21.48,1,0
12790,49.652,-23.711,1,0
12800,38.117,169.769,1,1
12810,-20.667,-13.129,0,0
12820,22.218,29.962,0,0
12830,-11.226,111.126,0,1
12840,25.421,-13.352,0,0
12850,24.26,-16.674,0,0
12860,-4.294,16.275,0,0
12870,38.989,12.129,1,0
12880,-27.491,193.815,0,1
12890,79.6,-13.216,1,0
12900,5.544,1.547,0,0
12910,28.719,-0.599,0,0
12920,126.546,-18.528,1,0
12930,-2.881,31.208,0,0
12940,59.663,26.268,1,0
12950,21.421,138.863,0,1
12960,164.556,2.274,1,0
12970,142.859,-34.601,1,0
12980,3.634,163.597,0,1
12990,23.601,-29.097,0,0
13000,-31.463,30.497,0,0
13010,26.255,83.897,0,1
13020,-19.196,66.306,0,1
13030,142.732,18.181,1,0
13040,143.978,-13.148,1,0
13050,39.814,-16.667,1,0
13060,26.91,42.381,0,1
13070,-34.778,142.04,0,1
13080,156.304,36.76,1,1
13090,152.736,-9.8,1,0
13100,-3.253,-5.224,0,0
13110,-2.478,208.068,0,1
13120,-34.716,-12.465,0,0
13130,-1.771,14.094,0,0
13140,129.264,-28.654,1,0
13150,12.441,154.9,0,1
13160,150.744,26.754,1,0
13170,-20.428,26.595,0,0
13180,123.327,-29.499,1,0
13190,175.868,22.403,1,0
13200,3.718,18.518,0,0
13210,6.595,-23.065,0,0
13220,-38.6,5.191,1,0
13230,25.56,-11.531,0,0
13240,-37.871,33.191,1,0
13250,6.46,14.832,0,0
13260,-29.911,176.074,0,1
13270,28.688,199.692,0,1
13280,9.463,17.361,0,0
13290,88.127,17.693,1,0
13300,11.236,45.642,0,1
13310,-37.326,-27.191,1,0
13320,129.724,33.142,1,0
13330,148.924,18.949,1,0
13340,-28.271,24.963,0,0
13350,-27.459,7.825,0,0
13360,172.103,37.849,1,1
13370,-16.62,150.366,0,1
13380,33.223,180.199,0,1
13390,-31.722,33.782,0,0
13400,95.214,-23.748,1,0
13410,18.76,-25.708,0,0
13420,197.758,-27.029,1,0
13430,11.474,-29.852,0,0
13440,12.466,192.765,0,1
13450,14.614,168.042,0,1
13460,78.613,27.035,1,0
13470,39.33,96.133,1,1
13480,-20.955,35.026,0,1
13490,-9.373,-5.764,0,0
13500,20.97,38.951,0,1
13510,-26.017,20.703,0,0
13520,159.179,11.708,1,0
13530,146.244,16.528,1,0
13540,175.352,23.645,1,0
13550,-21.197,-7.861,0,0
13560,-38.647,-20.241,1,0
13570,25.574,140.85,0,1
13580,37.236,0.253,1,0
13590,162.473,34.856,1,0
13600,-1.25,-10.473,0,0
13610,-32.928,37.052,0,1
13620,155.106,28.663,1,0
13630,-17.482,-31.81,0,0
13640,34.301,86.634,0,1
13650,-4.329,200.856,0,1
13660,10.984,72.022,0,1
13670,2.784,-2.28,0,0
13680,23.711,50.731,0,1
13690,-7.125,168.481,0,1
13700,41.449,26.416,1,0
13710,-21.082,16.985,0,0
13720,43.72,31.23,1,0
13730,29.103,20.519,0,0
13740,108.984,-39.573,1,1
13750,-6.185,161.93,0,1
13760,25.051,127.582,0,1
13770,160.15,27.206,1,0
13780,202.81,-4.322,1,0
13790,89.582,9.424,1,0
13800,5.268,26.473,0,0
13810,-3.91,7.261,0,0
13820,-2.885,195.747,0,1
13830,97.071,2.931,1,0
13840,66.095,-31.113,1,0
13850,9.836,21.955,0,0
13860,172.383,18.557,1,0
13870,-4.204,-33.401,0,0
13880,-31.241,-28.926,0,0
13890,11.842,16.342,0,0
13900,17.94,-36.885,0,1
13910,-13.527,36.683,0,1
13920,14.778,90.096,0,1
13930,-17.497,-20.801,0,0
13940,-12.919,12.714,0,0
13950,26.035,-24.917,0,0
13960,-36.411,164.149,1,1
13970,-10.502,91.902,0,1
13980,-7.483,113.992,0,1
13990,31.803,7.241,0,0
14000,24.41,-18.285,0,0
14010,36.181,73.925,1,1
14020,11.612,32.56,0,0
14030,-36.433,-35.548,1,1
14040,13.276,-41.953,0,1
14050,170.628,-0.082,1,0
14060,115.62,-1.252,1,0
14070,154.172,-27.142,1,0
14080,-27.424,1.632,0,0
14090,143.634,-20.345,1,0
14100,38.316,157.892,1,1
14110,20.278,118.733,0,1
14120,-6.561,30.908,0,0
14130,57.139,-17.12,1,0
14140,40.248,22.315,1,0
14150,12.888,-21.852,0,0
14160,-29.856,130.132,0,1
14170,-29.831,-26.659,0,0
14180,129.065,25.207,1,0
14190,34.893,36.139,0,1
14200,27.856,166.059,0,1
14210,-0.775,28.765,0,0
14220,-0.646,80.782,0,1
14230,150.142,-13.233,1,0
14240,35.942,-25.252,1,0
14250,177.257,-35.466,1,1
14260,4.137,-4.071,0,0
14270,37.241,43.901,1,1
14280,20.762,15.562,0,0
14290,-38.308,162.029,1,1
14300,-23.602,75.736,0,1
14310,28.203,27.782,0,0
14320,-14.462,-32.779,0,0
14330,139.659,-33.389,1,0
14340,33.863,165.832,0,1
14350,165.186,40.622,1,1
14360,-35.838,-36.007,1,1
14370,39.957,194.181,1,1
14380,-27.899,51.421,0,1
14390,20.505,-34.123,0,0
14400,10.992,175.538,0,1
14410,-11.067,27.248,0,0
14420,0.981,76.413,0,1
14430,35.695,3.279,1,0
14440,-29.116,12.819,0,0
14450,-15.906,-9.6,0,0
14460,-7.407,72.46,0,1
14470,155.306,8.987,1,0
14480,4.928,84.611,0,1
14490,-14.495,-23.711,0,0
14500,-29.15,44.924,0,1
14510,11.425,37.373,0,1
14520,133.646,-25.165,1,0
14530,16.211,-8.178,0,0
14540,-32.766,-21.392,0,0
14550,-13.023,-35.06,0,1
14560,-7.922,174.586,0,1
14570,24.254,99.933,0,1
14580,23.876,78.915,0,1
14590,-10.662,9.286,0,0
14600,6.285,167.361,0,1
14610,50.544,26.652,1,0
14620,63.41,36.759,1,1
14630,108.094,19.445,1,0
14640,-26.657,18.866,0,0
14650,-33.109,-25.855,0,0
14660,20.967,27.959,0,0
14670,-22.763,179.72,0,1
14680,38.514,14.81,1,0
14690,183.341,33.036,1,0
14700,7.269,152.217,0,1
14710,161.596,-26.418,1,0
14720,20.975,-9.677,0,0
14730,179.32,-5.91,1,0
14740,-28.577,35.177,0,1
14750,158.976,33.195,1,0
14760,69.359,21.61,1,0
14770,95.444,22.154,1,0
14780,-9.905,173.209,0,1
14790,24.704,1.876,0,0
14800,140.095,19.743,1,0
14810,6.175,121.299,0,1
14820,3.66,139.474,0,1
14830,149.85,-8.094,1,0
14840,111.295,3.206,1,0
14850,42.825,18.373,1,0
14860,-3.143,147.176,0,1
14870,11.619,201.773,0,1
14880,73.382,8.588,1,0
14890,184.385,1.284,1,0
14900,33.662,3.609,0,0
14910,-3.344,23.119,0,0
14920,115.684,-3.537,1,0
14930,28.976,-25.935,0,0
14940,101.146,33.49,1,0
14950,32.977,-34.276,0,0
14960,37.429,8.795,1,0
14970,151.707,-17.971,1,0
14980,4.58,23.408,0,0
14990,103.846,-6.224,1,0
15000,39.251,-0.137,1,0
15010,-13.638,197.915,0,1
15020,-2.261,-38.375,0,1
15030,31.088,82.814,0,1
15040,48.606,27.514,1,0
15050,85.762,-5.582,1,0
15060,47.258,39.118,1,1
15070,-2.778,-17.002,0,0
15080,35.805,-19.724,1,0
15090,7.264,37.179,0,1
15100,112.757,4.279,1,0
15110,-30.821,125.999,0,1
15120,37.505,-34.78,1,0
15130,4.135,43.002,0,1
15140,190.96,8.55,1,0
15150,-7.543,-10.871,0,0
15160,35.903,23.53,1,0
15170,-35.571,-34.67,1,0
15180,11.802,86.818,0,1
15190,33.973,-30.761,0,0
15200,99.156,9.765,1,0
15210,79.563,-0.643,1,0
15220,-6.05,8.731,0,0
15230,-16.086,-22.101,0,0
15240,-22.258,165.629,0,1
15250,-33.595,-38.962,0,1
15260,25.751,-37.388,0,1
15270,151.87,25.911,1,0
15280,27.626,40.558,0,1
15290,155.511,-21.538,1,0
15300,37.647,-42.563,1,1
15310,26.82,26.446,0,0
15320,34.095,-29.965,0,0
15330,116.77,32.324,1,0
15340,-24.92,215.88,0,1
15350,-18.512,-25.301,0,0
15360,108.43,-13.087,1,0
15370,1.746,-40.129,0,1
15380,169.22,18.206,1,0
15390,36.414,-13.238,1,0
15400,-27.613,15.217,0,0
15410,4.809,13.192,0,0
15420,-33.719,66.493,0,1
15430,21.689,-20.195,0,0
15440,30.537,21.198,0,0
15450,-33.07,135.195,0,1
15460,-24.715,-3.94,0,0
15470,-15.867,27.563,0,0
15480,-17.782,31.657,0,0
15490,93.664,7.773,1,0
15500,1.863,-26.945,0,0
15510,21.745,-16.938,0,0
15520,-20.175,-28.308,0,0
15530,18.28,155.857,0,1
15540,112.747,-1.167,1,0
15550,3.266,-28.273,0,0
15560,4.47,117.868,0,1
15570,75.625,2.052,1,0
15580,32.549,-33.863,0,0
15590,-4.016,24.979,0,0
15600,85.537,31.204,1,0
15610,31.701,44.36,0,1
15620,-20.85,-19.513,0,0
15630,-14.355,-14.877,0,0
15640,149.053,33.343,1,0
15650,20.543,18.767,0,0
15660,-20.292,-26.375,0,0
15670,28.7,-20.378,0,0
15680,12.435,79.607,0,1
15690,-15.251,55.294,0,1
15700,3.479,135.683,0,1
15710,159.102,25.288,1,0
15720,12.949,23.852,0,0
15730,-16.424,19.967,0,0
15740,-3.252,219.607,0,1
15750,3.607,33.512,0,0
15760,16.712,30.782,0,0
15770,173.141,-4.487,1,0
15780,112.817,23.537,1,0
15790,-5.786,-33.585,0,0
15800,36.923,59.935,1,1
15810,115.859,-13.726,1,0
15820,133.98,-18.455,1,0
15830,195.012,-28.498,1,0
15840,109.05,16.035,1,0
15850,11.481,-8.24,0,0
15860,-15.655,-35.927,0,1
15870,-4.033,46.418,0,1
15880,156.784,22.219,1,0
15890,32.461,96.153,0,1
15900,4.571,11.855,0,0
15910,-26.822,102.519,0,1
15920,94.633,-10.359,1,0
15930,-1.448,43.454,0,1
15940,35.098,80.474,1,1
15950,168.444,-16.949,1,0
15960,-2.609,35.029,0,1
15970,-14.972,1.938,0,0
15980,127.936,20.536,1,0
15990,103.453,-14.097,1,0
16000,10.938,31.746,0,0
16010,16.783,1.619,0,0
16020,-24.221,13.119,0,0
16030,-7.6,62.585,0,1
16040,32.329,87.946,0,1
16050,9.53,136.388,0,1
16060,7.921,49.816,0,1
16070,34.519,24.709,0,0
16080,32.767,75.139,0,1
16090,32.72,167.536,0,1
16100,-8.573,5.766,0,0
16110,42.426,-33.391,1,0
16120,107.192,-24.188,1,0
16130,158.566,-19.963,1,0
16140,129.845,35.162,1,1
16150,34.539,-10.545,0,0
16160,-3.153,53.344,0,1
16170,-9.315,31.636,0,0
16180,-21.623,-34.311,0,0
16190,150.688,-33.771,1,0
16200,28.119,-6.687,0,0
16210,167.101,-21.135,1,0
16220,-9.651,91.212,0,1
16230,-7.044,-39.889,0,1
16240,9.244,-6.9,0,0
16250,93.461,11.577,1,0
16260,174.648,32.619,1,0
16270,-1.986,20.37,0,0
16280,24.957,192.834,0,1
16290,-9.834,21.399,0,0
16300,30.6,172.112,0,1
16310,-2.098,-38.929,0,1
16320,3.261,16.9,0,0
16330,36.478,-8.083,1,0
16340,-16.148,95.264,0,1
16350,34.111,-2.425,0,0
16360,8.755,3.652,0,0
16370,-5.116,212.303,0,1
16380,34.786,142.473,0,1
16390,138.349,-2.304,1,0
16400,34.281,13.619,0,0
16410,67.853,9.36,1,0
16420,129.934,2.605,1,0
16430,70.688,-21.892,1,0
16440,-17.626,0.316,0,0
16450,115.557,-31.624,1,0
16460,180.894,39.563,1,1
16470,23.413,50.644,0,1
16480,34.616,6.507,0,0
16490,6.941,153.977,0,1
16500,3.015,118.289,0,1
16510,111.507,-28.931,1,0
16520,18.362,-20.87,0,0
16530,156.273,2.378,1,0
16540,169.316,22.003,1,0
16550,-20.243,36.018,0,1
16560,167.792,-31.492,1,0
16570,109.384,-0.173,1,0
16580,-10.796,72.294,0,1
16590,-34.046,-25.412,0,0
16600,4.537,178.436,0,1
16610,21.209,172.239,0,1
16620,-15.212,-29.472,0,0
16630,33.858,-31.187,0,0
16640,26.846,91.844,0,1
16650,31.18,-21.074,0,0
16660,50.09,-33.822,1,0
16670,-20.42,16.589,0,0
16680,-7.357,113.101,0,1
16690,32.647,-37.271,0,1
16700,203.441,2.476,1,0
16710,30.357,-1.409,0,0
16720,-14.039,118.361,0,1
16730,-3.131,-28.136,0,0
16740,29.348,13.934,0,0
16750,-29.897,-32.539,0,0
16760,34.687,163.514,0,1
16770,-22.475,9.296,0,0
16780,36.989,-20.093,1,0
16790,25.821,-3.069,0,0
16800,169.993,10.117,1,0
16810,15.945,-37.659,0,1
16820,-19.007,118.156,0,1
16830,30.947,187.764,0,1
16840,39.335,-24.661,1,0
16850,51.896,-6.773,1,0
16860,117.014,8.156,1,0
16870,152.49,8.41,1,0
16880,0.395,174.556,0,1
16890,3.341,19.407,0,0
16900,1.472,31.491,0,0
16910,88.424,-7.026,1,0
16920,-3.495,106.503,0,1
16930,0.729,8.177,0,0
16940,35.016,39.217,1,1
16950,-20.423,118.534,0,1
16960,-39.255,139.45,1,1
16970,3.51,-2.043,0,0
16980,12.952,25.15,0,0
16990,32.447,2.322,0,0
17000,120.457,30.391,1,0
17010,33.147,37.908,0,1
17020,-35.959,143.004,1,1
17030,-4.442,-23.318,0,0
17040,-1.211,-13.844,0,0
17050,183.045,-39.421,1,1
17060,-15.884,18.659,0,0
17070,8.481,-36.317,0,1
17080,-23.374,3.594,0,0
17090,-17.319,177.123,0,1
17100,36.96,-27.096,1,0
17110,205.417,-0.92,1,0
17120,-29.677,54.286,0,1
17130,31.02,127.607,0,1
17140,23.143,132.585,0,1
17150,174.909,-10.474,1,0
17160,-4.581,-22.509,0,0
17170,163.112,16.161,1,0
17180,-24.869,-23.182,0,0
17190,28.93,1.636,0,0
17200,-36.018,11.653,1,0
17210,66.457,-9.182,1,0
17220,1.006,8.775,0,0
17230,-2.337,36.999,0,1
17240,170.984,-26.808,1,0
17250,20.837,39.812,0,1
17260,189.612,3.213,1,0
17270,193.631,-10.095,1,0
17280,141.211,15.276,1,0
17290,178.562,7.533,1,0
17300,7.105,27.111,0,0
17310,-26.017,164.702,0,1
17320,147.01,-19.052,1,0
17330,-6.095,-39.392,0,1
17340,-17.743,-24.159,0,0
17350,31.603,154.642,0,1
17360,5.793,-10.661,0,0
17370,-22.655,112.528,0,1
17380,156.658,-19.417,1,0
17390,26.011,3.46,0,0
17400,-33.127,167.177,0,1
17410,15.206,-6.561,0,0
17420,-11.007,127.331,0,1
17430,13.263,63.493,0,1
17440,-38.156,-25.347,1,0
17450,40.941,-28.231,1,0
17460,139.842,-13.273,1,0
17470,16.636,-19.787,0,0
17480,2.913,-14.927,0,0
17490,130.32,43.469,1,1
17500,-21.983,-1.548,0,0
17510,-7.488,-11.583,0,0
17520,202.723,9.464,1,0
17530,-13.269,-39.749,0,1
17540,-8.14,74.645,0,1
17550,120.834,-4.641,1,0
17560,-4.843,129.242,0,1
17570,14.293,199.046,0,1
17580,-31.252,-12.73,0,0
17590,183.507,-36.656,1,1
17600,3.43,-32.389,0,0
17610,-29.617,36.197,0,1
17620,8.535,29.739,0,0
17630,39.639,112.073,1,1
17640,56.107,21.521,1,0
17650,124.135,0.45,1,0
17660,-11.612,45.811,0,1
17670,182.9,-19.893,1,0
17680,27.235,24.24,0,0
17690,-11.922,159.336,0,1
17700,-26.654,148.146,0,1
17710,-19.793,17.606,0,0
17720,159.369,10.359,1,0
17730,-4.032,0.585,0,0
17740,18.842,-32.145,0,0
17750,17.649,103.177,0,1
17760,-28.152,-41.657,0,1
17770,110.526,17.484,1,0
17780,13.742,119.871,0,1
17790,152.449,14.127,1,0
17800,1.749,133.48,0,1
17810,157.753,33.286,1,0
17820,54.288,-15.78,1,0
17830,190.284,9.236,1,0
17840,-14.945,86.723,0,1
17850,-8.225,-3.875,0,0
